image_path,original_filename,breed,age_min,age_max,age_mid,age_range,sex,age_label,dataset
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\german Shepherd 2-5 M.png,german Shepherd 2-5 M.png,german shepherd,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\german shepherd cross 4 F.png,german shepherd cross 4 F.png,german shepherd cross,4.0,4.0,4.0,4,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\golden retriver cross poodle 2-5 F copy.jpg,golden retriver cross poodle 2-5 F copy.jpg,golden retriver cross poodle,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Great dane 2-5 M copy.jpg,Great dane 2-5 M copy.jpg,great dane,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 F (1) copy.jpg,Greyhound 2-5 F (1) copy.jpg,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 F (3) copy.jpg,Greyhound 2-5 F (3) copy.jpg,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 F (35).png,greyhound 2-5 F (35).png,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 F (37).png,greyhound 2-5 F (37).png,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 F (38).png,greyhound 2-5 F (38).png,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 F (4) copy.jpg,Greyhound 2-5 F (4) copy.jpg,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 F copy.jpg,Greyhound 2-5 F copy.jpg,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 F(3) copy.jpg,Greyhound 2-5 F(3) copy.jpg,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 F(32).png,Greyhound 2-5 F(32).png,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 F(33).png,greyhound 2-5 F(33).png,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 F(4) copy.jpg,Greyhound 2-5 F(4) copy.jpg,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 F(6) copy.jpg,greyhound 2-5 F(6) copy.jpg,greyhound,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M (17) copy.jpg,greyhound 2-5 M (17) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M (9) copy.jpg,Greyhound 2-5 M (9) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M copy.jpg,Greyhound 2-5 M copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M(10) copy.jpg,Greyhound 2-5 M(10) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(11) copy.jpg,greyhound 2-5 M(11) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(12) copy.jpg,greyhound 2-5 M(12) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(13) copy.jpg,greyhound 2-5 M(13) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(14) copy.jpg,greyhound 2-5 M(14) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(15) copy.jpg,greyhound 2-5 M(15) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(16) copy.jpg,greyhound 2-5 M(16) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(17) copy.jpg,greyhound 2-5 M(17) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(18) copy.jpg,greyhound 2-5 M(18) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(19) copy.jpg,greyhound 2-5 M(19) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M(2) copy.jpg,Greyhound 2-5 M(2) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(20) copy.jpg,greyhound 2-5 M(20) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(21) copy.jpg,greyhound 2-5 M(21) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(22) copy.jpg,greyhound 2-5 M(22) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(23) copy.jpg,greyhound 2-5 M(23) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(24) copy.jpg,greyhound 2-5 M(24) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(25) copy.jpg,greyhound 2-5 M(25) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 2-5 M(26) copy.jpg,greyhound 2-5 M(26) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M(3) copy.jpg,Greyhound 2-5 M(3) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M(4) copy.jpg,Greyhound 2-5 M(4) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M(6) copy.jpg,Greyhound 2-5 M(6) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M(9) copy.jpg,Greyhound 2-5 M(9) copy.jpg,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 2-5 M.png,Greyhound 2-5 M.png,greyhound,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 4 M(40).png,greyhound 4 M(40).png,greyhound,4.0,4.0,4.0,4,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\greyhound 4 M(41).png,greyhound 4 M(41).png,greyhound,4.0,4.0,4.0,4,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Greyhound 4 M.png,Greyhound 4 M.png,greyhound,4.0,4.0,4.0,4,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Harrier 2-5 F copy.jpg,Harrier 2-5 F copy.jpg,harrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Harrier 2-5 F(1) copy.jpg,Harrier 2-5 F(1) copy.jpg,harrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Harrier 2-5 M copy.jpg,Harrier 2-5 M copy.jpg,harrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\harrier 2-5 M(1) copy.jpg,harrier 2-5 M(1) copy.jpg,harrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Jack russel terrier 2-5 M copy.jpg,Jack russel terrier 2-5 M copy.jpg,jack russel terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Jack russel terrier 2-5 M(1) copy.jpg,Jack russel terrier 2-5 M(1) copy.jpg,jack russel terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell 2-5 M.png,jack russell 2-5 M.png,jack russell,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell cross 2-5 M.png,jack russell cross 2-5 M.png,jack russell cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Jack russell terrier 2-5 F copy.jpg,Jack russell terrier 2-5 F copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 F(1) copy.jpg,jack russell terrier 2-5 F(1) copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 F(2) copy.jpg,jack russell terrier 2-5 F(2) copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 F(3) copy.jpg,jack russell terrier 2-5 F(3) copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 F.png,jack russell terrier 2-5 F.png,jack russell terrier,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Jack russell terrier 2-5 M(1) copy.jpg,Jack russell terrier 2-5 M(1) copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 M(2) copy.jpg,jack russell terrier 2-5 M(2) copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 M(3) copy.jpg,jack russell terrier 2-5 M(3) copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 M(3).png,jack russell terrier 2-5 M(3).png,jack russell terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 M(4) copy.jpg,jack russell terrier 2-5 M(4) copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 M(5) copy.jpg,jack russell terrier 2-5 M(5) copy.jpg,jack russell terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\jack russell terrier 2-5 M.png,jack russell terrier 2-5 M.png,jack russell terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Japanese Spitz 2-5 F copy.jpg,Japanese Spitz 2-5 F copy.jpg,japanese spitz,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lab cross 2-5 M copy.jpg,Lab cross 2-5 M copy.jpg,lab cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lab cross 2-5 M(1) copy.jpg,lab cross 2-5 M(1) copy.jpg,lab cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lab cross 2-5 M(2) copy.jpg,lab cross 2-5 M(2) copy.jpg,lab cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lab cross 2-5 M(3) copy.jpg,lab cross 2-5 M(3) copy.jpg,lab cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lab cross 2-5 M(6) copy.jpg,lab cross 2-5 M(6) copy.jpg,lab cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Labrador 2-5 F copy.jpg,Labrador 2-5 F copy.jpg,labrador,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\labrador 2-5 F(1) copy.jpg,labrador 2-5 F(1) copy.jpg,labrador,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Labrador 2-5 M (1) copy.jpg,Labrador 2-5 M (1) copy.jpg,labrador,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Labrador 2-5 M copy.jpg,Labrador 2-5 M copy.jpg,labrador,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Labrador 2-5 M(2) copy.jpg,Labrador 2-5 M(2) copy.jpg,labrador,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\labrador 2-5 M.png,labrador 2-5 M.png,labrador,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Labrador cross 2-5 M copy.jpg,Labrador cross 2-5 M copy.jpg,labrador cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Labrador cross 2-5 M(2) copy.jpg,Labrador cross 2-5 M(2) copy.jpg,labrador cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\labrador cross 2-5 M(2).png,labrador cross 2-5 M(2).png,labrador cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Labrador cross 2-5 M(3) copy.jpg,Labrador cross 2-5 M(3) copy.jpg,labrador cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\labrador cross 2-5 M.png,labrador cross 2-5 M.png,labrador cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Labrador cross 4 M.png,Labrador cross 4 M.png,labrador cross,4.0,4.0,4.0,4,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lakeland terrier 2-5 M copy.jpg,lakeland terrier 2-5 M copy.jpg,lakeland terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lhasa Apso 2-5 F.png,Lhasa Apso 2-5 F.png,lhasa apso,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lhasa Apso cross 2-5 M copy.jpg,Lhasa Apso cross 2-5 M copy.jpg,lhasa apso cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 F (2) copy.jpg,Lurcher 2-5 F (2) copy.jpg,lurcher,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 F (3) copy.jpg,Lurcher 2-5 F (3) copy.jpg,lurcher,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 F (4) copy.jpg,Lurcher 2-5 F (4) copy.jpg,lurcher,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 F (5) copy.jpg,Lurcher 2-5 F (5) copy.jpg,lurcher,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 F (56) copy.jpg,lurcher 2-5 F (56) copy.jpg,lurcher,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 F copy.jpg,Lurcher 2-5 F copy.jpg,lurcher,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 F(12) copy.jpg,Lurcher 2-5 F(12) copy.jpg,lurcher,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 F(3) copy.jpg,lurcher 2-5 F(3) copy.jpg,lurcher,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M copy.jpg,Lurcher 2-5 M copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(10) copy.jpg,lurcher 2-5 M(10) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(10).png,Lurcher 2-5 M(10).png,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(11) copy.jpg,lurcher 2-5 M(11) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(12) copy.jpg,Lurcher 2-5 M(12) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(13) copy.jpg,lurcher 2-5 M(13) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(14) copy.jpg,lurcher 2-5 M(14) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(17) copy.jpg,lurcher 2-5 M(17) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(18) copy.jpg,lurcher 2-5 M(18) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(19) copy.jpg,lurcher 2-5 M(19) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(2) copy.jpg,Lurcher 2-5 M(2) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(20) copy.jpg,lurcher 2-5 M(20) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(21) copy.jpg,lurcher 2-5 M(21) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(22) copy.jpg,lurcher 2-5 M(22) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(23) copy.jpg,Lurcher 2-5 M(23) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 m(24) copy.jpg,lurcher 2-5 m(24) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(25) copy.jpg,lurcher 2-5 M(25) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(26) copy.jpg,lurcher 2-5 M(26) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(27) copy.jpg,lurcher 2-5 M(27) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(28) copy.jpg,lurcher 2-5 M(28) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(29) copy.jpg,lurcher 2-5 M(29) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(3) copy.jpg,Lurcher 2-5 M(3) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(30).png,Lurcher 2-5 M(30).png,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(35).png,lurcher 2-5 M(35).png,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(4) copy.jpg,Lurcher 2-5 M(4) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(40).png,lurcher 2-5 M(40).png,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(5) copy.jpg,Lurcher 2-5 M(5) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(6) copy.jpg,Lurcher 2-5 M(6) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(7).png,lurcher 2-5 M(7).png,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(8).png,lurcher 2-5 M(8).png,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M(9) copy.jpg,Lurcher 2-5 M(9) copy.jpg,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\lurcher 2-5 M(9).png,lurcher 2-5 M(9).png,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Lurcher 2-5 M.png,Lurcher 2-5 M.png,lurcher,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Malamute 2-5 M copy.jpg,Malamute 2-5 M copy.jpg,malamute,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Manchester terrier 2-5 M copy.jpg,Manchester terrier 2-5 M copy.jpg,manchester terrier,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\miniature dachshund long hair 2-5 F.png,miniature dachshund long hair 2-5 F.png,miniature dachshund long hair,2.0,5.0,3.5,2-5,F,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\papillon 2-5 M.png,papillon 2-5 M.png,papillon,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Pointer (english) 2-5 M copy.jpg,Pointer (english) 2-5 M copy.jpg,pointer (english),2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\pointer 2-5 M copy.jpg,pointer 2-5 M copy.jpg,pointer,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Pomeranian 2-5 M copy.jpg,Pomeranian 2-5 M copy.jpg,pomeranian,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Pug 2-5 M copy.jpg,Pug 2-5 M copy.jpg,pug,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\Pug cross 2-5 M copy.jpg,Pug cross 2-5 M copy.jpg,pug cross,2.0,5.0,3.5,2-5,M,Adult,Expert
D:\dogage\dataset\Expert_Train\Expert_TrainEval\Adult\pug cross 2-5 M(1) copy.jpg,pug cross 2-5 M(1) copy.jpg,pug cross,2.0,5.0,3.5,2-5,M,Adult,Expert
